API,latitude,longitude,Operator,County,Municipality,Marcellus,Insp Id,Viol Id,Enf Id,Date Inspected,Date Violation,Violation Code,Violation Desc,Envl Health Safety Desc,Insp Comment,Violation Comment,Date Resolved
015-20175,41.74698889,-76.81325556,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804185,564580,253739,6/10/2009,6/9/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",RH Insp ID 1809427 on 6/30/09 found this viol corrected.,6/30/2009
015-20175,41.74698889,-76.81325556,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1815132,567699,,7/23/2009,7/23/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Fortuna Energy, Inc. reported a small brine spill at this well location earlier in the day.  I met with Fortuna's Jeff Bowers, Lead Operator.  All three wells at this pad are in production.  It was reported that a gauge became clogged that serves the sepa",CSL 307(a),
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564587,253739,6/10/2009,6/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an","Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301. RH Insp ID 1809438 on 6/30/09 found this viol corrected.",6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1811561,566707,247861,7/1/2009,7/1/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"ERT reponse to a 28% HCl spill, approx 200 gal total at both Cease and Shedden sites due to delivery truck movement, approx 1 yd3 area affected at cease site.",SWMA Sec 6018.401 unpermitted discharge of haz waste onto the ground.,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564588,247171,6/10/2009,6/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Section 307 of CSL. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564585,246873,6/10/2009,6/9/2009,78.56LINER,Improperly lined pit,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Stimulation/flowback fluids not contained. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564585,247171,6/10/2009,6/9/2009,78.56LINER,Improperly lined pit,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Stimulation/flowback fluids not contained. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564587,247171,6/10/2009,6/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an","Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301. RH Insp ID 1809438 on 6/30/09 found this viol corrected.",6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564585,253739,6/10/2009,6/9/2009,78.56LINER,Improperly lined pit,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Stimulation/flowback fluids not contained. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1811561,566708,247861,7/1/2009,7/1/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"ERT reponse to a 28% HCl spill, approx 200 gal total at both Cease and Shedden sites due to delivery truck movement, approx 1 yd3 area affected at cease site.",CSL Sec 691.307(a) unpermitted discharge of industrial waste.,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564586,253739,6/10/2009,6/9/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564586,247171,6/10/2009,6/9/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564585,261677,6/10/2009,6/9/2009,78.56LINER,Improperly lined pit,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Stimulation/flowback fluids not contained. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1804191,564588,253739,6/10/2009,6/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"By allowing drill cuttings to remain staged on the ground surface, Fortuna Energy, Inc. has violated 25 Pa. Code ? 78.56(a) and Section 301 of the Solid Waste Management Act, 35 P.S ? 6018.301.

By allowing frac fluid to discharge to the ground surface an",Section 307 of CSL. RH Insp ID 1809438 on 6/30/09 found this viol corrected.,6/30/2009
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1811561,566709,247861,7/1/2009,7/1/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"ERT reponse to a 28% HCl spill, approx 200 gal total at both Cease and Shedden sites due to delivery truck movement, approx 1 yd3 area affected at cease site.",O&G Regs Sec 78.57(a) discharge of fluids onto the ground.,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1811561,566711,247861,7/1/2009,7/1/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"ERT reponse to a 28% HCl spill, approx 200 gal total at both Cease and Shedden sites due to delivery truck movement, approx 1 yd3 area affected at cease site.",O&G Regs Sec 78.56(a) pollutional substances from drilling activities not contained.,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1811561,566710,247861,7/1/2009,7/1/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"ERT reponse to a 28% HCl spill, approx 200 gal total at both Cease and Shedden sites due to delivery truck movement, approx 1 yd3 area affected at cease site.",CSL Sec 691.401 unpermitted discharge of polluting substance.,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1815135,567702,,7/23/2009,7/23/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Fortuna Energy, Inc. reported a small brine spill at this well location earlier in the day.  I met with Fortuna's Jeff Bowers, Lead Operator.  All three wells at this pad are in production.  It was reported that a gauge became clogged that serves the sepa",SWMA 6018.301,
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1815135,567703,,7/23/2009,7/23/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Fortuna Energy, Inc. reported a small brine spill at this well location earlier in the day.  I met with Fortuna's Jeff Bowers, Lead Operator.  All three wells at this pad are in production.  It was reported that a gauge became clogged that serves the sepa",CSL 307(a),
015-20176,41.74698056,-76.81319444,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1815135,567704,,7/23/2009,7/23/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Fortuna Energy, Inc. reported a small brine spill at this well location earlier in the day.  I met with Fortuna's Jeff Bowers, Lead Operator.  All three wells at this pad are in production.  It was reported that a gauge became clogged that serves the sepa",CSL 402(a),
015-20179,41.77354444,-76.80335556,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827329,571305,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Drill cuttings staged on the ground surface without containment. See Insp ID 1831150 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831150 done 9/24/09, past viols corrected. MBC 9/29/09 SWMA 6018.301",9/24/2009
015-20179,41.77354444,-76.80335556,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827329,571306,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Drill cuttings staged on the ground surface without containment. See Insp ID 1831150 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831150 done 9/24/09, past viols corrected. MBC 9/29/09 25 Pa. Code 78.56(a)",9/24/2009
015-20180,41.77355278,-76.80326389,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827351,571308,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831155 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831155 done 9/24/09, past viols corrected. MBC 9/29/09 25 Pa. Code 78.56(a)",9/24/2009
015-20180,41.77355278,-76.80326389,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827351,571307,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831155 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831155 done 9/24/09, past viols corrected. MBC 9/29/09 SWMA 6018.301",9/24/2009
015-20181,41.77357778,-76.8029,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827357,571309,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831157 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831157 done 9/24/09, past viols corrected. MBC 9/29/09 SWMA 6018.301",9/24/2009
015-20181,41.77357778,-76.8029,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1833679,572991,,10/1/2009,10/1/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"My inspection revealed that an un-permitted discharge of 35%acid occurred on location. This is a violation of Section 78.56 (a) of the Department? regulations, 25 Pa. Code ?78.56(a), which provides:

?Except as provided in ?? 78.60(b) ad 78.61(b) (relatin",,
015-20181,41.77357778,-76.8029,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827357,571310,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831157 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831157 done 9/24/09, past viols corrected. MBC 9/29/09 25 Pa. Code 78.56(a)",9/24/2009
015-20182,41.77358333,-76.80280833,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827366,571311,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831158 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831158 done 9/24/09, past viols corrected. MBC 9/29/09 SWMA 6018.301",9/24/2009
015-20182,41.77358333,-76.80280833,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1827366,571312,,9/10/2009,9/10/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Contaminated drill cuttings staged on the ground surface without containment. See Insp ID 1831158 done 9/24/09, past viols corrected. MBC 9/29/09","See Insp ID 1831158 done 9/24/09, past viols corrected. MBC 9/29/09 25 Pa. Code 78.56(a)",9/24/2009
015-20185,41.72186111,-76.82535556,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1890037,589079,259031,5/26/2010,5/26/2010,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,No well tag,,
015-20186,41.72190278,-76.82528056,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1890056,589084,259031,5/26/2010,5/26/2010,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,No well tag,,
015-20189,41.64151352,-76.38297893,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1843957,575936,,10/29/2009,10/29/2009,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,,,10/29/2009
015-20189,41.64151352,-76.38297893,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1843957,575934,,10/29/2009,10/29/2009,78.122,Drillers Log not on site,Administrative,,,10/29/2009
015-20202,41.76619306,-76.49221111,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1850059,577847,253543,12/15/2009,12/15/2009,102.4INADPLN,E&S Plan not adequate,Administrative,"Fill Berms not constructed per plan and do not exhibit E&S BMPs, erosion occurring at Sediment basin, silt sock not installed per plan","See Insp ID 1858315, viols corrected.",1/21/2010
015-20202,41.76619306,-76.49221111,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1850059,577849,253543,12/15/2009,12/15/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Fill Berms not constructed per plan and do not exhibit E&S BMPs, erosion occurring at Sediment basin, silt sock not installed per plan","See Insp ID 1858315, viols corrected.",1/21/2010
015-20204,41.74904722,-76.80669167,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1850958,578126,,12/9/2009,12/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,6018.301 and 78.56 pit leak immediate corrected 12/10/2009.  102.4(b)(5) and 78.56 FREEBOARD not corrected.  Third page NOV 12/21/2009.  MAB,6018.301 residual waste on ground,12/10/2009
015-20204,41.74904722,-76.80669167,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1850958,578125,,12/9/2009,12/9/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,6018.301 and 78.56 pit leak immediate corrected 12/10/2009.  102.4(b)(5) and 78.56 FREEBOARD not corrected.  Third page NOV 12/21/2009.  MAB,78.56 tank leak,12/10/2009
015-20204,41.74904722,-76.80669167,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1850958,578124,253615,12/9/2009,12/9/2009,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,6018.301 and 78.56 pit leak immediate corrected 12/10/2009.  102.4(b)(5) and 78.56 FREEBOARD not corrected.  Third page NOV 12/21/2009.  MAB,two of three impoundments,2/23/2010
015-20204,41.74904722,-76.80669167,TALISMAN ENERGY USA INC,Bradford,Troy,Y,1850958,578123,253615,12/9/2009,12/9/2009,102.4INADPLN,E&S Plan not adequate,Administrative,6018.301 and 78.56 pit leak immediate corrected 12/10/2009.  102.4(b)(5) and 78.56 FREEBOARD not corrected.  Third page NOV 12/21/2009.  MAB,102.4(b)(5) three impopundments but plan only reflects two,
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1851023,578151,253727,12/15/2009,12/15/2009,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"E&S controls not impemented per plan, inadequate E&S BMPs, sediment runoff into roadside drainage culvert","CACP w/$4,000 penalty finalized 7/8/10, case closed. 691.401",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1851023,578151,259231,12/15/2009,12/15/2009,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"E&S controls not impemented per plan, inadequate E&S BMPs, sediment runoff into roadside drainage culvert","CACP w/$4,000 penalty finalized 7/8/10, case closed. 691.401",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1851023,578152,253727,12/15/2009,12/15/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"E&S controls not impemented per plan, inadequate E&S BMPs, sediment runoff into roadside drainage culvert","CACP w/$4,000 penalty finalized 7/8/10, case closed. 102.4(b)(1) and (b)(5)",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1851023,578152,259231,12/15/2009,12/15/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"E&S controls not impemented per plan, inadequate E&S BMPs, sediment runoff into roadside drainage culvert","CACP w/$4,000 penalty finalized 7/8/10, case closed. 102.4(b)(1) and (b)(5)",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1858391,580011,254445,1/21/2010,1/21/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,E&S BMPs inadequate and sediment pollution occurring at access road drainage. Past 102.4(b5) viol found to have been corrected. MBC 01/26/2010,"CACP w/$4,000 penalty finalized 7/8/10, case closed.",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1858391,580011,259231,1/21/2010,1/21/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,E&S BMPs inadequate and sediment pollution occurring at access road drainage. Past 102.4(b5) viol found to have been corrected. MBC 01/26/2010,"CACP w/$4,000 penalty finalized 7/8/10, case closed.",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1858391,580012,254445,1/21/2010,1/21/2010,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,E&S BMPs inadequate and sediment pollution occurring at access road drainage. Past 102.4(b5) viol found to have been corrected. MBC 01/26/2010,"CACP w/$4,000 penalty finalized 7/8/10, case closed. 691.401",7/8/2010
015-20208,41.76204444,-76.49808611,CHESAPEAKE APPALACHIA LLC,Bradford,Towanda,Y,1858391,580012,259231,1/21/2010,1/21/2010,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,E&S BMPs inadequate and sediment pollution occurring at access road drainage. Past 102.4(b5) viol found to have been corrected. MBC 01/26/2010,"CACP w/$4,000 penalty finalized 7/8/10, case closed. 691.401",7/8/2010
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1860170,580541,254718,1/7/2010,1/7/2010,402POTNLPOLL,There is a potential for polluting substance(s) reaching Waters of the Commonwealth and may require a permit.,Environmental Health & Safety,Water transfer line - released full volume directly into 2 streams,,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1849986,577818,253726,12/15/2009,12/15/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Silt fence need repair, silt fence not installed correctly, missing sed trap BMP (probably removed by pipeline construction crew). E&S plan not reflecting site conditions.",,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1860170,580540,254718,1/7/2010,1/7/2010,401CAUSEPOLL,Polluting substance(s) allowed to discharge into Waters of the Commonwealth.,Environmental Health & Safety,Water transfer line - released full volume directly into 2 streams,,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1849986,577819,253726,12/15/2009,12/15/2009,102.4INADPLN,E&S Plan not adequate,Administrative,"Silt fence need repair, silt fence not installed correctly, missing sed trap BMP (probably removed by pipeline construction crew). E&S plan not reflecting site conditions.",102.4(b)(5) - plan does not reflect site conditions,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1881707,586313,257508,5/3/2010,5/3/2010,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Several spills found thru complainant report. Flowback from tank battery of 20 wheelie tanks manifolded together. Each tank's capacity is 21,000 gallons. See inspection report for more detail. Also found several petroleum spills on site. None of these spi",78.56 general - failure to contain pollutional substance in a lined pit or impermeable tank,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1881707,586312,257508,5/3/2010,5/3/2010,301UNPMTIW,Industrial waste was discharged without permit.,Environmental Health & Safety,"Several spills found thru complainant report. Flowback from tank battery of 20 wheelie tanks manifolded together. Each tank's capacity is 21,000 gallons. See inspection report for more detail. Also found several petroleum spills on site. None of these spi",6018.301,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1881707,586311,257508,5/3/2010,5/3/2010,402POTNLPOLL,There is a potential for polluting substance(s) reaching Waters of the Commonwealth and may require a permit.,Environmental Health & Safety,"Several spills found thru complainant report. Flowback from tank battery of 20 wheelie tanks manifolded together. Each tank's capacity is 21,000 gallons. See inspection report for more detail. Also found several petroleum spills on site. None of these spi",691.402 - potential to pollute waters of the commonwealth,
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1881707,586310,257508,5/3/2010,5/3/2010,91.33POLLINC,Pollution incident was not reported to DEP.,Environmental Health & Safety,"Several spills found thru complainant report. Flowback from tank battery of 20 wheelie tanks manifolded together. Each tank's capacity is 21,000 gallons. See inspection report for more detail. Also found several petroleum spills on site. None of these spi","91.33 - Failure to report: ongoing flowback leaks from tanks, large volume flowback release from tanks, cuttings on the ground, and 7 petroleum releases to the ground.",
015-20209,41.72958889,-76.56941667,CHIEF OIL & GAS LLC,Bradford,Burlington,Y,1860170,580539,254718,1/7/2010,1/7/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,Water transfer line - released full volume directly into 2 streams,,
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1887324,588064,,5/26/2010,5/26/2010,51017,Administrative Code-General,Administrative,"Above ground pit on site has less than 2 feet of freboard and is leaking out onto ground, pit has cement returns and oil in it. See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.","See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed. 35 PS 6018.301",7/14/2010
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1887324,588063,,5/26/2010,5/26/2010,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"Above ground pit on site has less than 2 feet of freboard and is leaking out onto ground, pit has cement returns and oil in it. See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.","See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed. 35 PS 691.402",7/14/2010
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1887324,588062,,5/26/2010,5/26/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,"Above ground pit on site has less than 2 feet of freboard and is leaking out onto ground, pit has cement returns and oil in it. See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.","See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.",7/14/2010
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1887324,588061,,5/26/2010,5/26/2010,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Above ground pit on site has less than 2 feet of freboard and is leaking out onto ground, pit has cement returns and oil in it. See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.","See Insp ID 1898607 done 7/14/10 at permit 015-20520, past violations closed.",7/14/2010
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1856819,579694,254319,12/30/2009,12/30/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"ADK-015-20219 & ESCGP-08-09-8-11 insp, 102.4 viol, failure to implement BMPs to minimize accelerated E&S, 105.11(a) viol, encroachment upon a wetland area.",,
015-20219,41.77049144,-76.84071948,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1856819,579844,254319,12/30/2009,12/30/2009,105NOPERMIT,Encroachment without Permit or Waiver,Environmental Health & Safety,"ADK-015-20219 & ESCGP-08-09-8-11 insp, 102.4 viol, failure to implement BMPs to minimize accelerated E&S, 105.11(a) viol, encroachment upon a wetland area.",,
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,570491,249674,8/7/2009,8/7/2009,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 CSL 691.307(a) unpermitted discharge of industrial waste.",9/2/2009
